Word,Count_success,Count_failure,Prob_success,Prob_failure,Diff
encrypted,97,257,0.00024641554297791913,0.0004540114651144303,0.00020759592213651117
vulnerability,641,1039,0.0016283748767922286,0.0018354782577972495,0.00020710338100502087
functions,0,115,0.0,0.00020315688127688517,0.00020315688127688517
priv,0,115,0.0,0.00020315688127688517,0.00020315688127688517
binary,218,199,0.0005537998800947049,0.0003515497336878274,0.00020225014640687752
correct,0,114,0.0,0.00020139029970056444,0.00020139029970056444
large,79,0,0.0002006889473737692,0.0,0.0002006889473737692
variable,0,113,0.0,0.00019962371812424367,0.00019962371812424367
as,343,381,0.0008713456829013017,0.0006730675805782021,0.00019827810232309962
investigate,1080,1442,0.0027435957362489964,0.002547410633054508,0.0001961851031944883
whitelist,0,111,0.0,0.0001960905549716022,0.0001960905549716022
instead,77,0,0.00019560821452886364,0.0,0.00019560821452886364
extracted,77,0,0.00019560821452886364,0.0,0.00019560821452886364
path,0,110,0.0,0.00019432397339528147,0.00019432397339528147
rust,0,110,0.0,0.00019432397339528147,0.00019432397339528147
hidden,76,0,0.00019306784810641086,0.0,0.00019306784810641086
properly,76,0,0.00019306784810641086,0.0,0.00019306784810641086
given,0,109,0.0,0.00019255739181896073,0.00019255739181896073
bit,0,109,0.0,0.00019255739181896073,0.00019255739181896073
waiting,0,109,0.0,0.00019255739181896073,0.00019255739181896073
completed,1432,1951,0.003637804716952373,0.0034466006554017647,0.0001912040615506083
wallet,0,108,0.0,0.00019079081024263997,0.00019079081024263997
http,147,105,0.00037343386410055787,0.00018549106551367777,0.0001879427985868801
defines,0,105,0.0,0.00018549106551367777,0.00018549106551367777
traffic,73,0,0.00018544674883905253,0.0,0.00018544674883905253
correctly,73,0,0.00018544674883905253,0.0,0.00018544674883905253
task,73,0,0.00018544674883905253,0.0,0.00018544674883905253
crc,0,104,0.0,0.00018372448393735703,0.00018372448393735703
contains,346,395,0.00087896678216866,0.0006977997226466925,0.00018116705952196752
need,879,1365,0.002232982085335989,0.0024113838516778108,0.00017840176634182194
error,420,504,0.0010669538974301654,0.0008903571144656533,0.00017659678296451213
see,1069,1439,0.002715651705602016,0.0025421108883255457,0.00017354081727647026
reflection,2301,3212,0.005845383138063835,0.005674260023142219,0.00017112311492161608
response,293,326,0.0007443273617786629,0.0005759055938805614,0.00016842176789810153
open,683,1073,0.001735070266535245,0.0018955420313921546,0.0001604717648569095
main,156,134,0.00039629716190263284,0.00023672193122697922,0.00015957523067565362
it,921,1235,0.0023396774750790053,0.0021817282467561146,0.00015794922832289065
could,260,287,0.0006604952698377214,0.0005070089124040526,0.0001534863574336688
step,765,1014,0.0019433803131763726,0.001791313718389231,0.0001520665947871416
it,3154,4620,0.00801231569641605,0.008161606882601822,0.00014929118618577097
likely,189,356,0.0004801292538435744,0.0006289030411701837,0.00014877378732660928
application,144,290,0.0003658127648331995,0.0005123086571330147,0.0001464958922998152
s,218,394,0.0005537998800947049,0.0006960331410703717,0.00014223326097566682
failed,187,193,0.00047504852099866884,0.0003409502442299029,0.00013409827676876592
shows,358,439,0.0009094511792380933,0.0007755293120048051,0.00013392186723328817
execute,138,123,0.0003505705662984829,0.00021728953388745108,0.00013328103241103183
plan,2764,4049,0.007021572791659469,0.007152888802522678,0.00013131601086320902
indicates,283,333,0.0007189236975541352,0.0005882716649148066,0.0001306520326393286
current,176,180,0.0004471044903516883,0.0003179846837377333,0.000129119806613955
system,231,260,0.0005868246435865909,0.00045931120984339256,0.00012751343374319836
next,165,167,0.0004191604597047078,0.00029501912324556365,0.00012414133645914416
any,276,329,0.0007011411325969658,0.0005812053386095237,0.00011993579398744214
used,156,292,0.00039629716190263284,0.0005158418202856562,0.00011954465838302336
status,2935,4283,0.007455975449898893,0.007566268891381732,0.00011029344148283816
log,2540,3714,0.006452530713030047,0.006561083974455231,0.00010855326142518353
code,175,313,0.0004445641239292356,0.0005529400333883918,0.00010837590945915622
string,657,884,0.0016690207395514728,0.0015616581134675347,0.00010736262608393812
research,2620,3707,0.00665576002682627,0.0065487179034209855,0.00010704212340528416
due,229,269,0.0005817439107416854,0.00047521044403027923,0.0001065334667114062
information,235,281,0.000596986109276402,0.0004964094229461281,0.00010057668633027398
timed,783,1180,0.0019891069087805227,0.002084566260058474,9.545935127795117e-05
c,1651,2427,0.004194144963469531,0.0042874934857304375,9.334852226090644e-05
web,111,212,0.00028198067289225795,0.000374515294179997,9.253462128773905e-05
python,173,300,0.00043948339108433,0.0005299744728962222,9.049108181189217e-05
thought,2510,3560,0.006376319720356464,0.006289030411701836,8.728930865462784e-05
secret,84,169,0.00021339077948603305,0.00029855228639820517,8.516150691217212e-05
process,72,151,0.00018290638241659976,0.00026675381802443183,8.384743560783207e-05
end,3012,4285,0.007651583664427757,0.007569802054534373,8.178160989338358e-05
request,128,139,0.00032516690207395514,0.00024555483910858295,7.961206296537218e-05
at,71,145,0.000180366015994147,0.00025615432856650736,7.578831257236036e-05
module,99,184,0.0002514962758228247,0.00032505101004301625,7.355473422019157e-05
issue,139,161,0.00035311093272093566,0.00028441963378763923,6.869129893329642e-05
contents,166,201,0.0004217008261271606,0.00035508289684046886,6.661792928669175e-05
flag,711,987,0.0018062005263639227,0.001743616015828571,6.25845105353517e-05
analyze,96,103,0.00024387517655546635,0.00018195790236103627,6.191727419443008e-05
named,123,142,0.0003124650699616913,0.00025085458383754516,6.161048612414612e-05
us,77,145,0.00019560821452886364,0.00025615432856650736,6.054611403764372e-05
appears,144,173,0.0003658127648331995,0.0003056186127034881,6.01941521297114e-05
installed,97,106,0.00024641554297791913,0.0001872576470899985,5.915789588792063e-05
was,398,539,0.0010110658361362043,0.0009521874696368791,5.887836649932519e-05
done,1570,2291,0.0039883752832508565,0.004047238391350816,5.8863108099959684e-05
find,165,205,0.0004191604597047078,0.0003621492231457518,5.7011236558956004e-05
out,158,195,0.0004013778947475384,0.0003444834073825444,5.6894487364994e-05
port,132,222,0.00033532836776376624,0.0003921811099432044,5.6852742179438163e-05
check,704,981,0.0017884179614067533,0.0017330165263706465,5.540143503610681e-05
current,658,916,0.0016715611059739256,0.0016181887239097984,5.337238206412718e-05
environment,94,162,0.00023879444371056082,0.00028618621536395997,4.7391771653399145e-05
capture,146,236,0.00037089349767810507,0.00041691325201169475,4.6019754333589686e-05
need,362,546,0.0009196126449279044,0.0009645535406711243,4.494089574321998e-05
any,2451,3549,0.00622643810143175,0.006269598014362309,4.3159912930558486e-05
timed,117,144,0.0002972228714269746,0.00025438774699018663,4.283512443678799e-05
characters,107,178,0.0002718192072024469,0.00031445152058509184,4.263231338264494e-05
because,171,222,0.00043440265823942447,0.0003921811099432044,4.222154829622006e-05
uses,90,153,0.00022863297802074972,0.0002702869811770733,4.165400315632358e-05
by,240,322,0.000609687941388666,0.0005688392675752785,4.084867381338748e-05
network,97,162,0.00024641554297791913,0.00028618621536395997,3.977067238604084e-05
find,976,1383,0.002479397628313908,0.002443182320051584,3.6215308262323685e-05
found,112,181,0.00028452103931471076,0.00031975126531405405,3.523022599934329e-05
use,84,140,0.00021339077948603305,0.0002473214206849037,3.393064119887063e-05
server,237,324,0.0006020668421213075,0.0005723724307279199,2.9694411393387595e-05
single,81,133,0.00020576968021867475,0.00023495534965065849,2.9185669431983736e-05
access,101,130,0.00025657700866773024,0.00022965560492169628,2.6921403746033956e-05
extract,78,127,0.00019814858095131642,0.00022435586019273405,2.620727924141763e-05
problem,86,109,0.0002184715123309386,0.00019255739181896073,2.5914120511977875e-05
after,128,170,0.00032516690207395514,0.0003003188679745259,2.484803409942923e-05
method,99,156,0.0002514962758228247,0.0002755867259060355,2.4090450083210822e-05
seconds,75,121,0.0001905274816839581,0.0002137563707348096,2.3228889050851522e-05
including,81,104,0.00020576968021867475,0.00018372448393735703,2.204519628131772e-05
indicating,170,232,0.00043186229181697166,0.0004098469257064118,2.201536611055985e-05
x,904,1312,0.002296491245897308,0.0023177550281328115,2.1263782235503466e-05
running,128,196,0.00032516690207395514,0.00034624998895886513,2.1083086884909994e-05
execute,727,1056,0.0018468463891231671,0.001865510144594702,1.8663755471534866e-05
about,172,238,0.0004369430246618772,0.0004204464151643362,1.6496609497540992e-05
provide,82,127,0.00020831004664112753,0.00022435586019273405,1.604581355160652e-05
format,123,168,0.0003124650699616913,0.00029678570482188444,1.5679365139806842e-05
string,161,223,0.0004089989940148967,0.00039394769151952514,1.5051302495371554e-05
my,170,236,0.00043186229181697166,0.00041691325201169475,1.4949039805276908e-05
we,890,1288,0.0022609261159829692,0.002275357070301114,1.4430954318144645e-05
data,167,233,0.00042424119254961336,0.00041161350728273255,1.262768526688081e-05
related,82,125,0.00020831004664112753,0.00022082269704009258,1.251265039896505e-05
again,79,107,0.0002006889473737692,0.00018902422866631924,1.166471870744996e-05
list,97,133,0.00024641554297791913,0.00023495534965065849,1.1460193327260642e-05
running,781,1129,0.001984026175935617,0.001994470599666116,1.0444423730499117e-05
specific,82,123,0.00020831004664112753,0.00021728953388745108,8.979487246323553e-06
means,292,415,0.0007417869953562101,0.0007331313541731073,8.655641183102805e-06
determine,782,1128,0.00198656654235807,0.0019927040180897954,6.137475731725524e-06
successfully,227,323,0.0005766631778967798,0.0005706058491515991,6.057328745180668e-06
seems,108,152,0.00027435957362489965,0.00026852039960075256,5.839174024147085e-06
don,78,115,0.00019814858095131642,0.00020315688127688517,5.008300325568752e-06
python,812,1165,0.002062777535031653,0.002058067536413663,4.70999861799026e-06
here,174,248,0.00044202375750678277,0.00043811223092754363,3.91152657923914e-06
t,172,249,0.0004369430246618772,0.0004398788125038644,2.9357878419872035e-06
there,252,364,0.0006401723384580992,0.0006430356937807496,2.8633553226504018e-06
executed,95,135,0.00024133481013301357,0.00023848851280329998,2.8462973297135907e-06
being,104,151,0.00026419810793508854,0.00026675381802443183,2.5557100893432876e-06
been,103,147,0.0002616577415126358,0.0002596874917191489,1.9702497934869032e-06
using,303,435,0.0007697310260031907,0.0007684629856995221,1.2680403036685129e-06
does,105,151,0.00026673847435754134,0.00026675381802443183,1.5343666890483502e-08
